trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
562,False,"{'a': 0.6, 'e': 0.003523541279909585}",20,4,25.07051344993951,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.6, 'e': 0.003488305867110489}",20,12,12.516612261789259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.6, 'e': 0.0034534228084393843}",20,6,27.379274704377302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.6, 'e': 0.0034188885803549903}",20,16,5.909659998537713,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.6, 'e': 0.0033846996945514404}",20,14,11.603617714847395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6, 'e': 0.003350852697605926}",20,8,23.00458853749724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.6, 'e': 0.0033173441706298664}",20,8,16.89511626384329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.6, 'e': 0.0032841707289235677}",20,3,29.321953803989008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.6, 'e': 0.0032513290216343318}",25,11,18.880850044349287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.6, 'e': 0.0032188157314179885}",25,14,24.309173156449166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.6, 'e': 0.003186627574103809}",25,7,24.063618489529677,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 0.0031547612983627705}",25,17,14.408757935436336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.6, 'e': 0.003123213685379143}",20,5,24.025745939878785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.6, 'e': 0.0030919815485253516}",25,2,36.335781495681125,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.6, 'e': 0.003061061733040098}",20,12,14.189209651407744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.6, 'e': 0.003030451115709697}",20,12,14.794107560593313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.6, 'e': 0.0030001466045526}",25,16,16.18354070397496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.6, 'e': 0.002970145138507074}",20,1,30.35749451866263,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.6, 'e': 0.002940443687122003}",20,7,22.16340762241251,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.6, 'e': 0.002911039250250783}",25,12,21.0363329930411,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.6, 'e': 0.0028819288577482754}",20,10,20.993462874601484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.6, 'e': 0.0028531095691707925}",20,13,12.208216815553989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.6, 'e': 0.0028245784734790844}",30,8,36.819582986738666,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.6, 'e': 0.0027963326887442937}",20,12,15.175613677317093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.6, 'e': 0.0027683693618568506}",20,1,32.84017622790005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.6, 'e': 0.002740685668238282}",35,18,32.18780195244484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.6, 'e': 0.0027132788115558993}",30,18,18.97994494678837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.6, 'e': 0.0026861460234403403}",25,4,35.35330658725376,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.6, 'e': 0.002659284563205937}",20,16,7.202123046035048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.6, 'e': 0.0026326917175738774}",25,17,18.00900371146641,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.6, 'e': 0.0026063648003981387}",25,17,17.344746296151325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6, 'e': 0.0025803011523941573}",25,12,21.873227446115443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.6, 'e': 0.0025544981408702158}",25,13,23.283003421016392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.6, 'e': 0.0025289531594615135}",20,6,28.09846423231375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.6, 'e': 0.0025036636278668984}",30,15,27.604189478583194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.6, 'e': 0.0024786269915882293}",30,11,36.86961460230908,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.6, 'e': 0.002453840721672347}",20,6,23.110763072484435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.6, 'e': 0.0024293023144556234}",30,19,23.671433607769995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.6, 'e': 0.002405009291311067}",30,18,22.501151524491647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.6, 'e': 0.0023809591983979563}",20,10,14.255478268903758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.6, 'e': 0.0023571496064139765}",20,13,13.322197873683475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.6, 'e': 0.0023335781103498367}",20,10,19.10226598444771,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.6, 'e': 0.002310242329246338}",20,14,10.581000754953902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.002287139905953875}",20,12,15.208481078174891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.6, 'e': 0.0022642685068943362}",20,13,12.026489456782057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.6, 'e': 0.002241625821825393}",20,8,22.289971979243347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.6, 'e': 0.002219209563607139}",25,9,26.504088873583985,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.6, 'e': 0.0021970174679710676}",25,14,16.37067705168502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.6, 'e': 0.0021750472932913567}",20,11,16.96417136377471,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.6, 'e': 0.0021532968203584434}",25,5,33.125103038842546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.6, 'e': 0.002131763852154859}",25,8,27.828492170597706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.6, 'e': 0.0021104462136333105}",25,13,24.21910257960494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.6, 'e': 0.0020893417514969773}",25,10,27.636162210528983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.6, 'e': 0.0020684483339820075}",20,15,11.195942982844345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.6, 'e': 0.0020477638506421875}",25,19,12.606053261285917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.6, 'e': 0.0020272862121357657}",25,14,21.1034659909592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.6, 'e': 0.002007013350014408}",20,6,25.80164434792821,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.6, 'e': 0.0019869432165142637}",20,8,-15.970978910216774,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
620,False,"{'a': 0.6, 'e': 0.001967073784349121}",20,9,18.74384966655329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.6, 'e': 0.0019474030465056298}",25,18,13.644082382797139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.6, 'e': 0.0019279290160405735}",20,6,26.156516798311213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.6, 'e': 0.0019086497258801677}",35,25,20.749947464782373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.6, 'e': 0.0018895632286213661}",25,13,24.319404931104565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.6, 'e': 0.0018706675963351524}",20,12,16.072301800499655,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6, 'e': 0.0018519609203718008}",30,22,13.282106224462654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.6, 'e': 0.0018334413111680827}",25,14,9.398362175224092,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.6, 'e': 0.001815106898056402}",30,13,32.71386736956037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.6, 'e': 0.001796955829075838}",20,14,10.049087154897803,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.6, 'e': 0.0017789862707850797}",25,11,24.462659752160544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.6, 'e': 0.001761196408077229}",20,0,32.66021270980356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.6, 'e': 0.0017435844439964566}",20,16,9.211747537322351,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.6, 'e': 0.001726148599556492}",30,15,27.406979556798923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.6, 'e': 0.001708887113560927}",20,1,26.96783368910319,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.6, 'e': 0.0016917982424253177}",30,8,35.421860189603564,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.6, 'e': 0.0016748802600010644}",20,16,9.708421700410637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.6, 'e': 0.0016581314574010539}",20,8,25.616746360780294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.6, 'e': 0.0016415501428270432}",30,24,11.475749356943407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.6, 'e': 0.0016251346413987727}",20,7,25.570399294051292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.6, 'e': 0.001608883294984785}",30,22,17.25864953685053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.6, 'e': 0.0015927944620349372}",20,14,10.220860202485063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.6, 'e': 0.0015768665174145879}",20,8,22.77484148802243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.6, 'e': 0.001561097852240442}",25,19,9.468520432842144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.6, 'e': 0.0015454868737180376}",20,5,24.2491563144794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.6, 'e': 0.0015300320049808573}",20,9,18.84082216921996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.6, 'e': 0.0015147316849310488}",25,17,14.474672452733842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.6, 'e': 0.0014995843680817383}",25,15,16.406815365119854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.6, 'e': 0.001484588524400921}",20,13,14.937313954923514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.6, 'e': 0.0014697426391569117}",25,10,26.65436492561802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.6, 'e': 0.0014550452127653425}",20,14,10.02774580227807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.6, 'e': 0.0014404947606376892}",25,16,16.12456674073446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.6, 'e': 0.0014260898130313124}",20,12,14.577407360116403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.6, 'e': 0.0014118289149009993}",25,8,31.819142945567826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.6, 'e': 0.0013977106257519892}",30,19,20.58714566175815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.6, 'e': 0.0013837335194944694}",20,10,18.994243454630016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.6, 'e': 0.0013698961842995246}",30,21,15.061656469977494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.6, 'e': 0.0013561972224565293}",20,0,27.45367142315564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.6, 'e': 0.001342635250231964}",25,18,14.373149703738186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.6, 'e': 0.0013292088977296444}",25,12,23.33598907352257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.6, 'e': 0.001315916808752348}",20,7,22.96401264927391,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.6, 'e': 0.0013027576406648245}",25,17,13.469369299424718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.6, 'e': 0.0012897300642581763}",20,8,23.143635440671844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.6, 'e': 0.0012768327636155945}",20,12,12.332957820073135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 0.0012640644359794386}",20,8,18.01740875403031,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.6, 'e': 0.0012514237916196442}",20,5,26.896005738306563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.6, 'e': 0.0012389095537034477}",20,0,25.23399662825118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.6, 'e': 0.0012265204581664133}",30,18,25.56561381074963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.6, 'e': 0.0012142552535847491}",30,0,48.66045453879819,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
669,False,"{'a': 0.6, 'e': 0.0012021127010489016}",30,9,36.425857411379894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 0.0011900915740384126}",35,17,31.46763431896231,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.6, 'e': 0.0011781906582980285}",20,7,23.07751365108065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.6, 'e': 0.0011664087517150481}",20,8,19.577957088911635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.6, 'e': 0.0011547446641978977}",20,8,21.144934698960537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 0.0011431972175559187}",30,23,11.676365545895619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.6, 'e': 0.0011317652453803595}",35,25,16.481877520096507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.6, 'e': 0.0011204475929265558}",25,13,23.44802426913436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6, 'e': 0.0011092431169972903}",20,3,29.896132529791046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.0010981506858273175}",25,15,17.28575044074967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.6, 'e': 0.0010871691789690443}",25,17,17.232356565800856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.6, 'e': 0.0010762974871793539}",25,8,24.94529801466873,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 0.0010655345123075602}",25,11,27.231291846343133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.0010548791671844847}",20,10,21.77096176488621,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.6, 'e': 0.0010443303755126399}",20,10,17.64781526180767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.6, 'e': 0.0010338870717575134}",20,15,9.623779878301134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.6, 'e': 0.0010235482010399382}",25,15,19.005443416207644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.6, 'e': 0.0010133127190295388}",30,16,23.797762282249266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.6, 'e': 0.0010031795918392433}",30,17,25.503711187187474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 0.000993147795920851}",30,12,36.22740564767827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.6, 'e': 0.0009832163179616423}",20,11,15.698283916324387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6, 'e': 0.0009733841547820259}",20,12,10.443854128360563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.6, 'e': 0.0009636503132342056}",20,12,16.65202472862043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.0009540138101018636}",20,6,22.01430303798842,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6, 'e': 0.000944473672000845}",20,2,29.216315321209855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 0.0009350289352808365}",30,22,13.176556782923972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.6, 'e': 0.0009256786459280281}",25,16,17.351218494027453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.6, 'e': 0.0009164218594687477}",30,1,3.7732074251227443,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.6, 'e': 0.0009072576408740603}",30,16,26.094719993044563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.6, 'e': 0.0008981850644653197}",20,8,22.35782468133067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.6, 'e': 0.0008892032138206666}",20,16,6.214706162090529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.6, 'e': 0.0008803111816824599}",20,12,17.67859775647805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.6, 'e': 0.0008715080698656353}",25,11,23.321734025423762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.6, 'e': 0.0008627929891669789}",20,13,15.48271593482987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.6, 'e': 0.0008541650592753091}",25,15,19.421657751502114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6, 'e': 0.000845623408682556}",30,12,26.58049280690332,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.6, 'e': 0.0008371671745957304}",20,11,14.777112238319251,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.6, 'e': 0.0008287955028497731}",25,0,39.149778334883045,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.6, 'e': 0.0008205075478212754}",20,8,18.226377966841262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 0.0008123024723430627}",30,9,35.75409544274563,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.6, 'e': 0.000804179447619632}",30,13,31.852957885977343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.6, 'e': 0.0007961376531434358}",20,12,15.10581752584806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.6, 'e': 0.0007881762766120013}",25,11,27.026307785493533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.6, 'e': 0.0007802945138458813}",30,13,35.84354282416713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.6, 'e': 0.0007724915687074225}",30,10,35.721125143412266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.0007647666530203482}",25,8,31.069544180389656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.6, 'e': 0.0007571189864901448}",20,10,14.579167192027647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.6, 'e': 0.0007495477966252433}",20,16,8.591613858720068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.6, 'e': 0.0007420523186589909}",20,12,13.816516545716134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 0.000734631795472401}",30,23,12.903021612263819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.6, 'e': 0.0007272854775176769}",20,9,20.20644879856498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 0.0007200126227425002}",20,10,19.539331867280147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.6, 'e': 0.0007128124965150752}",35,23,23.069280893401135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 0.0007056843715499244}",20,9,20.572089067115968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.6, 'e': 0.0006986275278344252}",30,18,1.8234900042904696,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
724,False,"{'a': 0.6, 'e': 0.000691641252556081}",20,13,14.24903149562217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.6, 'e': 0.0006847248400305201}",20,14,11.97525097141792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.6, 'e': 0.0006778775916302149}",20,15,11.189825552489754,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.6, 'e': 0.0006710988157139127}",20,14,9.632468349432642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.6, 'e': 0.0006643878275567735}",35,20,29.379683470474966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.6, 'e': 0.0006577439492812059}",30,21,16.979020206065055,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.6, 'e': 0.0006511665097883938}",25,17,14.916688170995805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.6, 'e': 0.0006446548446905099}",20,16,10.259774457930973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.6, 'e': 0.0006382082962436048}",25,12,28.056350156475748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.6, 'e': 0.0006318262132811687}",30,18,-25.860796758416512,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
734,False,"{'a': 0.6, 'e': 0.000625507951148357}",35,24,18.093536392649188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.6, 'e': 0.0006192528716368734}",20,13,11.92894525737249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.6, 'e': 0.0006130603429205046}",30,8,43.96030964634133,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.6, 'e': 0.0006069297394912996}",20,14,13.05160125504921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.6, 'e': 0.0006008604420963866}",20,13,10.518804637967444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.6, 'e': 0.0005948518376754227}",20,0,31.195977376360048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
740,False,"{'a': 0.6, 'e': 0.0005889033192986684}",25,15,19.091730515797686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.0005830142861056818}",20,13,9.084292614231016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.6, 'e': 0.0005771841432446249}",25,16,15.193793703828486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.0005714123018121786}",25,14,19.805742210064352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.0005656981787940568}",25,20,9.687383026546176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.6, 'e': 0.0005600411970061162}",25,13,20.178772500165692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
